id,question_type,method,evidence_coverage,evidence_hit_rate,evidence_count,answer_proxy_rouge_l,context_words,latency_ms,retrieved_chunk_ids,trace,answer_proxy
Medical-261cef1d,Fact Retrieval,vector,0.619047619047619,0.0,5,0.15,538,1.7315660006715916,"[510, 565, 560]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [510, 565, 560]}",(It’s also called locally advanced prostate cancer. advanced prostate cancer Early-stage prostate cancer has not visibly spread beyond the prostate.
Medical-261cef1d,Fact Retrieval,light_proxy,0.7666666666666667,0.4,5,0.2222222222222222,894,2.988047999679111,"[510, 565, 560, 513, 502]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [510, 565, 560, 502, 566, 503, 562, 513]}",Symptoms are more common for those with advanced prostate cancer. (It’s also called locally advanced prostate cancer.
Medical-261cef1d,Fact Retrieval,path_proxy,0.7666666666666667,0.4,5,0.2222222222222222,1251,5.299172000377439,"[510, 565, 560, 513, 561, 502, 566]","{""strategy"": ""relation_path_proxy"", ""paths"": [[510, 565], [510, 560], [565, 561, 560]]}",Symptoms are more common for those with advanced prostate cancer. (It’s also called locally advanced prostate cancer.
Medical-4eaa05dd,Fact Retrieval,vector,0.8639455782312925,0.8571428571428571,7,0.28571428571428575,537,1.770111994119361,"[123, 506, 513]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [123, 506, 513]}","As you age, your chances of developing prostate cancer increase. These are called risk factors."
Medical-4eaa05dd,Fact Retrieval,light_proxy,0.9047619047619048,1.0,7,0.060606060606060615,894,2.7545880002435297,"[506, 513, 123, 555, 565]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [123, 506, 513, 565, 555, 556, 560, 124]}","As you age, your chances of developing prostate cancer increase. As you age, your chances of developing prostate cancer increase."
Medical-4eaa05dd,Fact Retrieval,path_proxy,0.9047619047619048,1.0,7,0.060606060606060615,1251,3.8215169988689013,"[506, 513, 123, 565, 555, 556, 124]","{""strategy"": ""relation_path_proxy"", ""paths"": [[123, 506], [123, 506, 513], [123, 506, 565], [506, 513], [506, 565], [513, 565]]}","As you age, your chances of developing prostate cancer increase. As you age, your chances of developing prostate cancer increase."
Medical-e22e810e,Fact Retrieval,vector,0.7103174603174603,0.3333333333333333,3,0.04878048780487805,530,1.8455059980624355,"[564, 515, 567]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [564, 515, 567]}",They’re also used to check and monitor prostate cancer in patients who have They’re also used to check and monitor prostate cancer in patients who have been diagnosed.
Medical-e22e810e,Fact Retrieval,light_proxy,0.7103174603174603,0.3333333333333333,3,0.04878048780487805,883,2.426466999168042,"[516, 564, 567, 563, 515]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [564, 515, 567, 516, 563, 561, 511, 552]}",They’re also used to check and monitor prostate cancer in patients who have They’re also used to check and monitor prostate cancer in patients who have been diagnosed.
Medical-e22e810e,Fact Retrieval,path_proxy,0.7103174603174603,0.3333333333333333,3,0.04878048780487805,1241,3.864541999064386,"[567, 564, 516, 515, 565, 563, 566]","{""strategy"": ""relation_path_proxy"", ""paths"": [[564, 565, 566, 515], [564, 565, 566, 567], [564, 565, 566, 567, 516], [515, 567], [515, 516], [567, 516]]}",They’re also used to check and monitor prostate cancer in patients who have They’re also used to check and monitor prostate cancer in patients who have been diagnosed.
Medical-34a94dcc,Fact Retrieval,vector,0.5457142857142857,0.0,5,0.20689655172413796,536,1.869612002337817,"[510, 509, 511]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [510, 509, 511]}",This is also called localized prostate cancer. This is also called localized prostate cancer.
Medical-34a94dcc,Fact Retrieval,light_proxy,0.5457142857142857,0.0,5,0.20689655172413796,894,2.474478998919949,"[510, 509, 561, 511, 560]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [510, 509, 511, 561, 560, 565, 562, 515]}",This is also called localized prostate cancer. This is also called localized prostate cancer.
Medical-34a94dcc,Fact Retrieval,path_proxy,0.5457142857142857,0.0,5,0.20689655172413796,1253,4.121858000871725,"[510, 509, 561, 511, 560, 565, 562]","{""strategy"": ""relation_path_proxy"", ""paths"": [[510, 509], [510, 511], [510, 561], [509, 510, 511], [509, 561], [511, 561]]}",This is also called localized prostate cancer. This is also called localized prostate cancer.
Medical-ff590b8b,Fact Retrieval,vector,0.5469387755102041,0.0,7,0.20512820512820512,537,1.7247549985768273,"[561, 562, 510]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [561, 562, 510]}","This is also called metastatic prostate cancer. Metastatic prostate cancer may spread to the lymph nodes, bones, liver, lungs, and other organs."
Medical-ff590b8b,Fact Retrieval,light_proxy,0.8006802721088436,0.8571428571428571,7,0.1935483870967742,894,2.500057002180256,"[561, 510, 511, 562, 560]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [561, 562, 510, 511, 565, 564, 512, 560]}",This is also called metastatic prostate cancer. This is also called metastatic prostate cancer.
Medical-ff590b8b,Fact Retrieval,path_proxy,0.8292517006802721,0.8571428571428571,7,0.1935483870967742,1251,4.087866996997036,"[510, 561, 511, 562, 560, 565, 512]","{""strategy"": ""relation_path_proxy"", ""paths"": [[561, 562], [561, 510], [561, 511], [562, 510], [562, 510, 511], [510, 511]]}",This is also called metastatic prostate cancer. This is also called metastatic prostate cancer.
Medical-f9135c63,Fact Retrieval,vector,0.5999999999999999,0.0,10,0.15384615384615383,537,1.7799780034692958,"[561, 562, 510]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [561, 562, 510]}","This is also called metastatic prostate cancer. Metastatic prostate cancer may spread to the lymph nodes, bones, liver, lungs, and other organs."
Medical-f9135c63,Fact Retrieval,light_proxy,0.5999999999999999,0.0,10,0.1935483870967742,894,2.487428006133996,"[561, 510, 562, 511, 560]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [561, 562, 510, 539, 560, 511, 512, 540]}",This is also called metastatic prostate cancer. This is also called metastatic prostate cancer.
Medical-f9135c63,Fact Retrieval,path_proxy,0.6799999999999999,0.4,10,0.1935483870967742,1250,4.762388001836371,"[561, 510, 562, 511, 560, 539, 512]","{""strategy"": ""relation_path_proxy"", ""paths"": [[561, 562], [561, 510], [562, 510]]}",This is also called metastatic prostate cancer. This is also called metastatic prostate cancer.
Medical-1ad52a4e,Fact Retrieval,vector,0.6369047619047619,0.0,3,0.07692307692307691,531,2.1502730014617555,"[502, 552, 503]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [502, 552, 503]}",What are the symptoms of prostate cancer? What are the symptoms of prostate cancer?
Medical-1ad52a4e,Fact Retrieval,light_proxy,0.7678571428571428,0.6666666666666666,3,0.07692307692307691,884,2.5438529992243275,"[502, 552, 553, 503, 554]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [502, 552, 503, 553, 500, 554, 516, 551]}",What are the symptoms of prostate cancer? What are the symptoms of prostate cancer?
Medical-1ad52a4e,Fact Retrieval,path_proxy,0.7678571428571428,0.6666666666666666,3,0.07692307692307691,1241,3.8107309956103563,"[502, 552, 553, 503, 554, 501, 500]","{""strategy"": ""relation_path_proxy"", ""paths"": [[502, 501, 552], [502, 503], [502, 553], [552, 501, 502, 503], [552, 553], [503, 502, 553]]}",What are the symptoms of prostate cancer? What are the symptoms of prostate cancer?
Medical-677867c1,Fact Retrieval,vector,0.859375,1.0,8,0.10810810810810811,533,1.8905929973698221,"[522, 537, 1114]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [522, 537, 1114]}","The two basic types of genetic tests used for prostate cancer care are germline testing and molecular biomarker testing: Germline testing Sometimes, mutations in genes inherited from your parents can increase the risk of different cancers. These tests, sometimes referred to as biomarker tests, can be used in addition to PSA to help decide whether further testing is needed."
Medical-677867c1,Fact Retrieval,light_proxy,0.859375,1.0,8,0.11111111111111112,884,2.405225000984501,"[522, 516, 567, 515, 537]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [522, 537, 1114, 515, 593, 503, 567, 516]}","The two basic types of genetic tests used for prostate cancer care are germline testing and molecular biomarker testing: Germline testing Sometimes, mutations in genes inherited from your parents can increase the risk of different cancers. Common prostate tests Common prostate cancer tests are used to detect the possibility of prostate cancer in someone who’s undiagnosed."
Medical-677867c1,Fact Retrieval,path_proxy,0.859375,1.0,8,0.15384615384615383,1237,4.926362998958211,"[522, 1114, 537, 516, 567, 515, 593]","{""strategy"": ""relation_path_proxy"", ""paths"": [[1114, 522]]}","Imaging tests are used to see where the cancer has spread beyond the prostate. The two basic types of genetic tests used for prostate cancer care are germline testing and molecular biomarker testing: Germline testing Sometimes, mutations in genes inherited from your parents can increase the risk of different cancers."
Medical-babba8f2,Fact Retrieval,vector,0.7166666666666667,0.5,2,0.13793103448275862,532,1.7906339999171905,"[512, 950, 903]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [512, 950, 903]}",Some patients on active surveillance may never have to be treated. This approach is known as active surveillance.
Medical-babba8f2,Fact Retrieval,light_proxy,0.7166666666666667,0.5,2,0.13793103448275862,889,2.4161210021702573,"[512, 950, 903, 1207, 948]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [512, 950, 903, 1207, 525, 948, 1209, 891]}",Some patients on active surveillance may never have to be treated. This approach is known as active surveillance.
Medical-babba8f2,Fact Retrieval,path_proxy,0.8166666666666667,1.0,2,0.13793103448275862,1248,3.898281996953301,"[512, 950, 903, 1207, 948, 1209, 525]","{""strategy"": ""relation_path_proxy"", ""paths"": []}",Some patients on active surveillance may never have to be treated. This approach is known as active surveillance.
Medical-a45d778d,Fact Retrieval,vector,0.9714285714285715,1.0,5,0.12121212121212122,535,1.8318959992029704,"[544, 198, 994]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [544, 198, 994]}",Because your risk group is the basis for your prognosis. Why do you need to know your risk group?
Medical-a45d778d,Fact Retrieval,light_proxy,0.9714285714285715,1.0,5,0.12121212121212122,895,2.5292810023529455,"[544, 198, 994, 459, 244]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [544, 198, 994, 244, 459, 687, 352, 831]}",Because your risk group is the basis for your prognosis. Why do you need to know your risk group?
Medical-a45d778d,Fact Retrieval,path_proxy,0.9714285714285715,1.0,5,0.12121212121212122,1255,4.4723129976773635,"[994, 198, 244, 544, 995, 459, 352]","{""strategy"": ""relation_path_proxy"", ""paths"": [[198, 995, 994], [198, 995, 994, 244], [994, 244]]}",Because your risk group is the basis for your prognosis. Why do you need to know your risk group?
Medical-da107a1e,Fact Retrieval,vector,1.0,1.0,1,0.18518518518518517,526,1.7907939982251264,"[530, 567, 516]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [530, 567, 516]}","A bone scan may be used if you have bone pain, have a high risk for bone metastases, or have changes in certain test results. Common prostate tests Common prostate cancer tests are used to detect the possibility of prostate cancer in someone who’s undiagnosed."
Medical-da107a1e,Fact Retrieval,light_proxy,1.0,1.0,1,0.18518518518518517,881,2.373587994952686,"[530, 516, 567, 515, 578]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [530, 567, 516, 515, 578, 523, 262, 541]}","A bone scan may be used if you have bone pain, have a high risk for bone metastases, or have changes in certain test results. Common prostate tests Common prostate cancer tests are used to detect the possibility of prostate cancer in someone who’s undiagnosed."
Medical-da107a1e,Fact Retrieval,path_proxy,1.0,1.0,1,0.18518518518518517,1242,3.679494999232702,"[516, 567, 515, 530, 578, 523, 541]","{""strategy"": ""relation_path_proxy"", ""paths"": [[567, 516], [567, 515], [516, 515]]}","A bone scan may be used if you have bone pain, have a high risk for bone metastases, or have changes in certain test results. Common prostate tests Common prostate cancer tests are used to detect the possibility of prostate cancer in someone who’s undiagnosed."
Medical-a0e852ec,Fact Retrieval,vector,0.5,0.0,1,0.1935483870967742,538,1.7976949966396205,"[510, 560, 565]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [510, 560, 565]}",(It’s also called locally advanced prostate cancer. advanced prostate cancer Early-stage prostate cancer has not visibly spread beyond the prostate.
Medical-a0e852ec,Fact Retrieval,light_proxy,0.5,0.0,1,0.24000000000000005,896,2.35980700381333,"[510, 565, 561, 560, 562]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [510, 560, 565, 566, 562, 594, 564, 561]}",(It’s also called locally advanced prostate cancer. (It’s also called locally advanced prostate cancer.
Medical-a0e852ec,Fact Retrieval,path_proxy,0.5,0.0,1,0.24000000000000005,1251,4.209318998618983,"[565, 510, 560, 566, 561, 562, 564]","{""strategy"": ""relation_path_proxy"", ""paths"": [[510, 560], [510, 565], [510, 565, 566], [560, 561, 565], [560, 514, 566], [565, 566]]}",(It’s also called locally advanced prostate cancer. (It’s also called locally advanced prostate cancer.
Medical-8a3d6beb,Fact Retrieval,vector,0.5333333333333333,0.0,2,0.08695652173913043,535,1.9382250029593706,"[502, 1233, 552]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [502, 1233, 552]}",Prostate cancer basics What is prostate cancer? What are the symptoms of prostate cancer?
Medical-8a3d6beb,Fact Retrieval,light_proxy,0.3333333333333333,0.0,2,0.08695652173913043,882,2.40287199994782,"[502, 552, 516, 554, 567]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [502, 1233, 552, 554, 567, 561, 1097, 516]}",Prostate cancer basics What is prostate cancer? What are the symptoms of prostate cancer?
Medical-8a3d6beb,Fact Retrieval,path_proxy,0.5333333333333333,0.0,2,0.08695652173913043,1239,3.612715001509059,"[502, 552, 554, 553, 1233, 516, 567]","{""strategy"": ""relation_path_proxy"", ""paths"": [[502, 501, 552], [502, 553, 554], [552, 553, 554]]}",Prostate cancer basics What is prostate cancer? What are the symptoms of prostate cancer?
Medical-bbe1e6e4,Fact Retrieval,vector,0.6666666666666666,0.0,1,0.25,533,2.084944993839599,"[506, 556, 555]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [506, 556, 555]}",A risk factor is anything that increases your chance of getting cancer. A risk factor is anything that increases your chance of getting cancer.
Medical-bbe1e6e4,Fact Retrieval,light_proxy,0.6666666666666666,0.0,1,0.25,891,2.428900006634649,"[506, 556, 555, 1101, 513]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [506, 556, 555, 1101, 116, 513, 565, 507]}",A risk factor is anything that increases your chance of getting cancer. A risk factor is anything that increases your chance of getting cancer.
Medical-bbe1e6e4,Fact Retrieval,path_proxy,1.0,1.0,1,0.25,1250,3.6659350007539615,"[506, 556, 555, 1101, 513, 507, 565]","{""strategy"": ""relation_path_proxy"", ""paths"": [[506, 556], [506, 555], [506, 1101], [556, 555], [556, 506, 1101], [555, 1101]]}",A risk factor is anything that increases your chance of getting cancer. A risk factor is anything that increases your chance of getting cancer.
Medical-4ae3b829,Fact Retrieval,vector,0.8,1.0,1,0.12244897959183673,539,1.7094319991883822,"[551, 549, 550]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [551, 549, 550]}","See Guide Guide 1 How to find your risk from your Gleason score
Prostate cancer basics What is prostate cancer? A higher Gleason score means the cancer is more likely to grow and spread quickly than a cancer with a lower Gleason score."
Medical-4ae3b829,Fact Retrieval,light_proxy,0.8,1.0,1,0.12244897959183673,898,2.3357000027317554,"[549, 551, 550, 548, 547]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [551, 549, 550, 548, 592, 547, 561, 552]}","See Guide Guide 1 How to find your risk from your Gleason score
Prostate cancer basics What is prostate cancer? A higher Gleason score means the cancer is more likely to grow and spread quickly than a cancer with a lower Gleason score."
Medical-4ae3b829,Fact Retrieval,path_proxy,0.8,1.0,1,0.12244897959183673,1251,3.530861999024637,"[549, 550, 551, 548, 547, 592, 552]","{""strategy"": ""relation_path_proxy"", ""paths"": [[551, 550, 549], [551, 550], [551, 548], [549, 550], [549, 548], [550, 549, 548]]}","See Guide Guide 1 How to find your risk from your Gleason score
Prostate cancer basics What is prostate cancer? A higher Gleason score means the cancer is more likely to grow and spread quickly than a cancer with a lower Gleason score."
Medical-fec61a48,Fact Retrieval,vector,0.5357142857142857,0.0,2,0.2727272727272727,533,1.7446950005250983,"[506, 555, 556]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [506, 555, 556]}",These are called risk factors. These are called risk factors.
Medical-fec61a48,Fact Retrieval,light_proxy,0.5357142857142857,0.0,2,0.2727272727272727,892,2.3526259974460118,"[506, 555, 556, 513, 565]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [506, 555, 556, 123, 540, 513, 560, 565]}",These are called risk factors. These are called risk factors.
Medical-fec61a48,Fact Retrieval,path_proxy,0.75,0.5,2,0.2727272727272727,1251,3.6391339963302016,"[506, 555, 556, 123, 513, 565, 560]","{""strategy"": ""relation_path_proxy"", ""paths"": [[506, 555], [506, 556], [506, 123], [555, 556], [555, 123], [556, 506, 123]]}",These are called risk factors. These are called risk factors.
Medical-2eb79e75,Fact Retrieval,vector,0.3333333333333333,0.0,1,0.06451612903225805,538,1.7429630024707876,"[510, 560, 565]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [510, 560, 565]}",(It’s also called locally advanced prostate cancer. advanced prostate cancer Early-stage prostate cancer has not visibly spread beyond the prostate.
Medical-2eb79e75,Fact Retrieval,light_proxy,0.4444444444444444,0.0,1,0.06451612903225805,896,2.3947789959493093,"[510, 560, 561, 565, 513]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [510, 560, 565, 594, 562, 566, 513, 561]}",(It’s also called locally advanced prostate cancer. advanced prostate cancer Early-stage prostate cancer has not visibly spread beyond the prostate.
Medical-2eb79e75,Fact Retrieval,path_proxy,0.4444444444444444,0.0,1,0.0,1253,3.956420005124528,"[510, 560, 565, 594, 561, 513, 562]","{""strategy"": ""relation_path_proxy"", ""paths"": [[510, 560], [510, 565], [510, 561, 593, 594], [560, 561, 565], [560, 561, 593, 594], [565, 594]]}",Key points There’s more than one treatment for advanced prostate cancer. (It’s also called locally advanced prostate cancer.
Medical-338ef222,Fact Retrieval,vector,1.0,1.0,1,0.4444444444444445,544,2.161730000807438,"[13, 12, 10]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [13, 12, 10]}","Adenoma – This is the most common type of adrenal gland tumor, also referred to as adrenocortical adenoma. Each adrenal gland has 2 main parts: Adrenal cortex – This is the outer part of the adrenal gland."
Medical-338ef222,Fact Retrieval,light_proxy,1.0,1.0,1,0.4444444444444445,903,2.580287000455428,"[13, 12, 10, 11, 17]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [13, 12, 10, 11, 398, 27, 17, 16]}","Adenoma – This is the most common type of adrenal gland tumor, also referred to as adrenocortical adenoma. Each adrenal gland has 2 main parts: Adrenal cortex – This is the outer part of the adrenal gland."
Medical-338ef222,Fact Retrieval,path_proxy,1.0,1.0,1,0.4444444444444445,1258,3.6514129969873466,"[12, 11, 13, 10, 17, 16, 398]","{""strategy"": ""relation_path_proxy"", ""paths"": [[13, 12], [13, 12, 11, 10], [13, 12, 11], [12, 11, 10], [12, 11], [10, 11]]}","Adenoma – This is the most common type of adrenal gland tumor, also referred to as adrenocortical adenoma. Each adrenal gland has 2 main parts: Adrenal cortex – This is the outer part of the adrenal gland."
Medical-29777a9b,Fact Retrieval,vector,1.0,1.0,1,0.3846153846153846,544,1.6846450016601011,"[10, 13, 12]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [10, 13, 12]}",Adrenocortical carcinoma begins in the adrenal cortex. Adrenocortical carcinoma begins in the adrenal cortex.
Medical-29777a9b,Fact Retrieval,light_proxy,1.0,1.0,1,0.3846153846153846,902,2.4141479952959344,"[10, 13, 12, 17, 14]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [10, 13, 12, 17, 14, 27, 11, 9]}",Adrenocortical carcinoma begins in the adrenal cortex. Adrenocortical carcinoma begins in the adrenal cortex.
Medical-29777a9b,Fact Retrieval,path_proxy,1.0,1.0,1,0.3846153846153846,1262,4.87120099569438,"[12, 10, 13, 11, 17, 14, 9]","{""strategy"": ""relation_path_proxy"", ""paths"": [[10, 11, 12, 13], [10, 11, 12], [13, 12]]}",Adrenocortical carcinoma begins in the adrenal cortex. Adrenocortical carcinoma begins in the adrenal cortex.
Medical-bfb768d9,Fact Retrieval,vector,1.0,1.0,1,0.10810810810810813,538,1.769102003891021,"[12, 14, 595]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [12, 14, 595]}",An adenoma that produces too much of the hormone aldosterone is called an aldosteronoma. Signs and symptoms Half of those with adrenal cancer will have symptoms caused by hormones produced by the tumor.
Medical-bfb768d9,Fact Retrieval,light_proxy,1.0,1.0,1,0.10810810810810813,894,2.4297620038851164,"[12, 14, 595, 596, 594]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [12, 14, 595, 927, 594, 933, 596, 663]}",An adenoma that produces too much of the hormone aldosterone is called an aldosteronoma. Signs and symptoms Half of those with adrenal cancer will have symptoms caused by hormones produced by the tumor.
Medical-bfb768d9,Fact Retrieval,path_proxy,1.0,1.0,1,0.10810810810810813,1256,3.93732100201305,"[12, 14, 595, 927, 13, 596, 594]","{""strategy"": ""relation_path_proxy"", ""paths"": [[12, 13, 14]]}",An adenoma that produces too much of the hormone aldosterone is called an aldosteronoma. Signs and symptoms Half of those with adrenal cancer will have symptoms caused by hormones produced by the tumor.
Medical-d909a766,Fact Retrieval,vector,0.8571428571428571,1.0,1,0.30303030303030304,543,1.8289020008523948,"[12, 15, 13]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [12, 15, 13]}","Whereas, an adenoma that produces too much of the hormone cortisol (stress hormone) causes a condition called Cushing syndrome. Neuroblastoma – This rare type of adrenal tumor"
Medical-d909a766,Fact Retrieval,light_proxy,0.8571428571428571,1.0,1,0.30303030303030304,899,2.379597004619427,"[12, 13, 16, 14, 17]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [12, 15, 13, 17, 16, 14, 27, 271]}","Whereas, an adenoma that produces too much of the hormone cortisol (stress hormone) causes a condition called Cushing syndrome. Neuroblastoma – This rare type of adrenal tumor"
Medical-d909a766,Fact Retrieval,path_proxy,0.8571428571428571,1.0,1,0.30303030303030304,1255,4.201857998850755,"[13, 12, 14, 17, 15, 16, 27]","{""strategy"": ""relation_path_proxy"", ""paths"": [[13, 12], [13, 14, 15], [13, 14, 17], [12, 13, 14, 15], [12, 13, 14, 17], [15, 16, 17]]}","Whereas, an adenoma that produces too much of the hormone cortisol (stress hormone) causes a condition called Cushing syndrome. Neuroblastoma – This rare type of adrenal tumor"
Medical-f3697acd,Fact Retrieval,vector,0.875,1.0,2,0.27586206896551724,539,1.7205490003107116,"[11, 9, 17]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [11, 9, 17]}",AnatomyoftheAdrenalGland Adrenal tumors Adrenal tumors can occur in one or both adrenal glands. There are no known causes for most adrenal tumors.
Medical-f3697acd,Fact Retrieval,light_proxy,1.0,1.0,2,0.27586206896551724,901,2.2966929973335937,"[11, 9, 17, 10, 12]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [11, 9, 17, 18, 10, 14, 12, 13]}",AnatomyoftheAdrenalGland Adrenal tumors Adrenal tumors can occur in one or both adrenal glands. There are no known causes for most adrenal tumors.
Medical-f3697acd,Fact Retrieval,path_proxy,1.0,1.0,2,0.27586206896551724,1259,3.7132659999770112,"[17, 11, 9, 18, 10, 12, 14]","{""strategy"": ""relation_path_proxy"", ""paths"": [[11, 10, 9], [11, 17], [11, 17, 18], [9, 17], [9, 18], [17, 18]]}",AnatomyoftheAdrenalGland Adrenal tumors Adrenal tumors can occur in one or both adrenal glands. There are no known causes for most adrenal tumors.
Medical-72b24739,Fact Retrieval,vector,1.0,1.0,1,0.2857142857142857,541,1.6987859999062493,"[11, 17, 12]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [11, 17, 12]}",Adrenal tumors are categorized in the following ways: Benign (not cancer) adrenal tumors do not metastasize (spread) to other parts of the body. AnatomyoftheAdrenalGland Adrenal tumors Adrenal tumors can occur in one or both adrenal glands.
Medical-72b24739,Fact Retrieval,light_proxy,1.0,1.0,1,0.2857142857142857,901,2.2895319998497143,"[11, 17, 12, 9, 10]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [11, 17, 12, 9, 16, 18, 10, 25]}",Adrenal tumors are categorized in the following ways: Benign (not cancer) adrenal tumors do not metastasize (spread) to other parts of the body. AnatomyoftheAdrenalGland Adrenal tumors Adrenal tumors can occur in one or both adrenal glands.
Medical-72b24739,Fact Retrieval,path_proxy,1.0,1.0,1,0.2857142857142857,1260,3.8127439984236844,"[11, 17, 12, 9, 10, 16, 13]","{""strategy"": ""relation_path_proxy"", ""paths"": [[11, 17], [11, 12], [11, 10, 9], [17, 14, 13, 12], [17, 9], [12, 11, 10, 9]]}",Adrenal tumors are categorized in the following ways: Benign (not cancer) adrenal tumors do not metastasize (spread) to other parts of the body. AnatomyoftheAdrenalGland Adrenal tumors Adrenal tumors can occur in one or both adrenal glands.
Medical-7c516e03,Fact Retrieval,vector,0.9,1.0,2,0.2580645161290323,542,1.6657570013194345,"[13, 12, 36]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [13, 12, 36]}","Neuroblastoma can spread to other parts of the body, including the bones. Neuroblastoma – This rare type of adrenal tumor"
Medical-7c516e03,Fact Retrieval,light_proxy,0.9,1.0,2,0.2580645161290323,901,2.361809994908981,"[13, 12, 851, 275, 36]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [13, 12, 36, 636, 46, 851, 275, 257]}","Neuroblastoma can spread to other parts of the body, including the bones. Neuroblastoma – This rare type of adrenal tumor"
Medical-7c516e03,Fact Retrieval,path_proxy,0.9,1.0,2,0.2580645161290323,1259,3.787516994634643,"[13, 12, 636, 36, 14, 17, 1016]","{""strategy"": ""relation_path_proxy"", ""paths"": [[13, 12], [13, 14, 17, 18, 1016, 636]]}","Neuroblastoma can spread to other parts of the body, including the bones. Neuroblastoma – This rare type of adrenal tumor"
Medical-a4b7873b,Fact Retrieval,vector,0.7766666666666667,1.0,5,0.5384615384615385,538,1.8405890004942194,"[13, 17, 66]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [13, 17, 66]}","Neuroblastoma – This rare type of adrenal tumor is cancerous. Pheochromocytoma – This type of tumor begins in the adrenal medulla and is characterized by symptoms of high blood pressure, headache, rapid heartbeat, and sweating."
Medical-a4b7873b,Fact Retrieval,light_proxy,0.7766666666666667,1.0,5,0.11428571428571428,902,2.95041200297419,"[13, 17, 14, 12, 10]","{""strategy"": ""one_hop_graph_diffusion"", ""seed_chunks"": [13, 17, 66, 27, 10, 22, 14, 12]}",Neuroblastoma – This rare type of adrenal tumor Neuroblastoma – This rare type of adrenal tumor is cancerous.
Medical-a4b7873b,Fact Retrieval,path_proxy,0.7766666666666667,1.0,5,0.0975609756097561,1256,5.582587000390049,"[13, 17, 27, 14, 66, 12, 10]","{""strategy"": ""relation_path_proxy"", ""paths"": [[13, 14, 17], [17, 9, 27]]}","hormones in blood, urine, and/or saliva that may be made by the adrenal tumor. Neuroblastoma – This rare type of adrenal tumor"
Medical-1bae3e94,Fact Retrieval,vector,0.6472222222222221,0.4,5,0.1951219512195122,538,1.7510239995317534,"[17, 18, 11]","{""strategy"": ""direct_tfidf"", ""seed_chunks"": [17, 18, 11]}",Testing is used to diagnose and plan treatment for adrenal tumors. Testing is used to diagnose and plan treatment for adrenal tumors.
